event-id,visible,timestamp,location-long,location-lat,gps:dop,gps:fix-type,gps:satellite-count,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
11952913778,true,2006-02-06 19:01:55.000,-113.3850349,56.1950531,4.2,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913779,true,2006-02-07 01:01:49.000,-113.3844635,56.1915843,5.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913780,true,2006-02-07 07:01:49.000,-113.3859046,56.1861441,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913781,true,2006-02-07 13:00:54.000,-113.3852063,56.1854521,5.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913782,true,2006-02-08 01:03:10.000,-113.3617504,56.1804044,3.4,2,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913783,true,2006-02-08 13:01:54.000,-113.4536111,56.1577941,2.0,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913784,true,2006-02-08 19:03:04.000,-113.4579489,56.1596677,3.2,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913785,true,2006-02-09 01:01:54.000,-113.4199015,56.1545752,4.2,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913786,true,2006-02-09 13:01:52.000,-113.4202155,56.1544847,2.6,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913787,true,2006-02-09 19:01:54.000,-113.419935,56.154591,2.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913788,true,2006-02-10 01:01:47.000,-113.4192013,56.1545189,5.8,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913789,true,2006-02-10 07:03:01.000,-113.4197042,56.1545467,2.8,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913790,true,2006-02-10 19:00:54.000,-113.6656927,56.1933364,5.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913791,true,2006-02-11 01:00:55.000,-113.6967749,56.1766045,5.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913792,true,2006-02-11 13:01:42.000,-113.6157815,56.1133065,9.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913793,true,2006-02-12 01:01:52.000,-113.5039504,56.118706,3.6,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913794,true,2006-02-12 07:01:54.000,-113.4989957,56.1119494,5.6,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913795,true,2006-02-12 13:02:15.000,-113.4708209,56.0990421,9.8,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913796,true,2006-02-13 01:03:11.000,-113.4513455,56.1063845,3.4,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913797,true,2006-02-13 07:03:11.000,-113.4196771,56.1546816,5.0,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913798,true,2006-02-13 13:02:35.000,-113.3033311,56.1454526,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913799,true,2006-02-13 19:01:23.000,-113.237809,56.1374207,3.2,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913800,true,2006-02-14 01:00:53.000,-113.2383747,56.1372105,3.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913801,true,2006-02-14 07:00:55.000,-113.2370385,56.1207663,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913802,true,2006-02-14 13:01:11.000,-113.2416286,56.0837926,7.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913803,true,2006-02-14 19:00:54.000,-113.2442512,56.0759312,3.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913804,true,2006-02-15 01:01:42.000,-113.2276271,56.0633512,6.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913805,true,2006-02-15 13:00:54.000,-113.2269462,56.0632911,4.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913806,true,2006-02-15 19:00:47.000,-113.2268957,56.0633582,6.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913807,true,2006-02-16 01:01:12.000,-113.208042,56.073054,3.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913808,true,2006-02-16 07:01:50.000,-113.2079155,56.0730105,5.2,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913809,true,2006-02-16 09:01:14.000,-113.2395907,56.0791831,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913810,true,2006-02-16 11:00:48.000,-113.239283,56.0792449,4.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913811,true,2006-02-16 13:01:21.000,-113.2394306,56.0792506,2.2,2,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913812,true,2006-02-16 15:01:55.000,-113.2391696,56.0796743,7.6,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913813,true,2006-02-16 17:00:47.000,-113.2392619,56.0792193,2.4,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913814,true,2006-02-16 19:01:18.000,-113.2363193,56.078205,3.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913815,true,2006-02-17 01:01:24.000,-113.20549,56.0910762,4.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913816,true,2006-02-17 03:01:53.000,-113.2010731,56.0906436,2.2,2,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913817,true,2006-02-17 05:00:49.000,-113.2011026,56.0905459,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913818,true,2006-02-17 07:02:35.000,-113.201668,56.0912208,19.0,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913819,true,2006-02-17 09:03:03.000,-113.2012355,56.090643,4.0,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913820,true,2006-02-17 11:01:07.000,-113.2011111,56.0906263,2.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913821,true,2006-02-17 13:00:41.000,-113.2011954,56.0906736,2.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913822,true,2006-02-17 15:02:34.000,-113.2011828,56.0906449,4.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913823,true,2006-02-17 17:00:53.000,-113.20109,56.0906224,2.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913824,true,2006-02-17 19:01:27.000,-113.2011765,56.0907082,4.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913825,true,2006-02-17 21:01:53.000,-113.2081941,56.0911147,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913826,true,2006-02-17 23:00:54.000,-113.1860584,56.0936408,3.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913827,true,2006-02-18 01:00:58.000,-113.1473807,56.0915216,4.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913828,true,2006-02-18 05:01:23.000,-113.1521377,56.0910105,2.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913829,true,2006-02-18 07:01:00.000,-113.1521337,56.0909753,2.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913830,true,2006-02-18 09:01:24.000,-113.1604186,56.0956005,2.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913831,true,2006-02-18 11:02:45.000,-113.1610703,56.0957521,1.8,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913832,true,2006-02-18 13:01:19.000,-113.1589299,56.0949717,2.2,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913833,true,2006-02-18 15:00:48.000,-113.1596059,56.0961224,4.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913834,true,2006-02-18 17:01:37.000,-113.1584559,56.0983931,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913835,true,2006-02-18 19:00:48.000,-113.1582701,56.098438,5.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913836,true,2006-02-18 21:02:45.000,-113.1617749,56.0978953,2.6,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913837,true,2006-02-18 23:00:54.000,-113.1582807,56.0983615,2.2,3,8,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913838,true,2006-02-19 01:02:37.000,-113.1617516,56.097923,3.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913839,true,2006-02-19 05:01:45.000,-113.1617813,56.0978036,5.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913840,true,2006-02-19 07:01:23.000,-113.1615154,56.0979633,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913841,true,2006-02-19 09:02:08.000,-113.1616715,56.0979041,8.2,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913842,true,2006-02-19 11:01:20.000,-113.1616252,56.0978327,2.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913843,true,2006-02-19 13:01:11.000,-113.1617409,56.098093,2.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913844,true,2006-02-19 15:02:40.000,-113.1609428,56.0987856,11.4,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913845,true,2006-02-19 17:00:43.000,-113.1613515,56.099438,5.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913846,true,2006-02-19 19:02:41.000,-113.161151,56.0995344,4.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913847,true,2006-02-19 21:01:16.000,-113.1617328,56.0978407,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913848,true,2006-02-19 23:02:16.000,-113.1596607,56.1003381,8.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913849,true,2006-02-20 01:01:45.000,-113.1485115,56.1028599,4.4,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913850,true,2006-02-20 05:01:10.000,-113.1617896,56.0979174,3.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913851,true,2006-02-20 07:02:23.000,-113.1618022,56.0980229,2.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913852,true,2006-02-20 09:02:07.000,-113.1615576,56.0979611,5.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913853,true,2006-02-20 11:01:07.000,-113.1617072,56.0980287,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913854,true,2006-02-20 13:00:30.000,-113.1617114,56.0980321,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913855,true,2006-02-20 15:02:13.000,-113.1617898,56.0977337,5.8,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913856,true,2006-02-20 17:00:53.000,-113.1625281,56.1000265,2.0,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913857,true,2006-02-20 19:01:00.000,-113.1624859,56.1001005,5.2,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913858,true,2006-02-20 21:01:52.000,-113.1625536,56.1000255,3.4,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913859,true,2006-02-20 23:00:58.000,-113.1595623,56.0994738,11.4,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913860,true,2006-02-21 01:00:56.000,-113.1617095,56.0979352,6.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913861,true,2006-02-21 03:02:22.000,-113.1624375,56.1000123,2.0,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913862,true,2006-02-21 07:01:55.000,-113.1631061,56.1002612,9.0,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913863,true,2006-02-21 09:03:00.000,-113.162039,56.0997275,5.2,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913864,true,2006-02-21 15:01:16.000,-113.1615616,56.0982534,4.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913865,true,2006-02-21 17:00:48.000,-113.1572785,56.1025363,2.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913866,true,2006-02-21 19:00:54.000,-113.1583611,56.1023074,5.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913867,true,2006-02-21 21:01:42.000,-113.1582431,56.1021556,3.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913868,true,2006-02-21 23:00:57.000,-113.1616757,56.0977874,4.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913869,true,2006-02-22 01:01:17.000,-113.1594861,56.0997906,5.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913870,true,2006-02-22 03:00:49.000,-113.1600624,56.0994476,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913871,true,2006-02-22 05:01:07.000,-113.1608629,56.0985831,2.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913872,true,2006-02-22 07:02:05.000,-113.1590273,56.094587,2.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913873,true,2006-02-22 09:01:47.000,-113.1618004,56.0977374,19.0,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913874,true,2006-02-22 11:01:00.000,-113.1618083,56.0982502,4.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913875,true,2006-02-22 13:01:12.000,-113.1617874,56.0979858,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913876,true,2006-02-22 15:00:48.000,-113.1618062,56.0982468,4.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913877,true,2006-02-22 17:01:18.000,-113.1615614,56.0982367,6.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913878,true,2006-02-22 19:01:43.000,-113.1618107,56.097943,4.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913879,true,2006-02-22 21:01:24.000,-113.1609515,56.0985104,2.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913880,true,2006-02-22 23:01:15.000,-113.1583396,56.0986904,5.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913881,true,2006-02-23 01:00:53.000,-113.1592854,56.0958981,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913882,true,2006-02-23 03:01:33.000,-113.1622918,56.0978244,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913883,true,2006-02-23 05:01:31.000,-113.1617031,56.0978933,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913884,true,2006-02-23 07:01:22.000,-113.1616439,56.0981187,6.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913885,true,2006-02-23 09:00:47.000,-113.1615638,56.0980798,6.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913886,true,2006-02-23 11:01:37.000,-113.1617053,56.0978166,4.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913887,true,2006-02-23 13:01:17.000,-113.1616734,56.0980728,5.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913888,true,2006-02-23 15:00:47.000,-113.1618696,56.098155,2.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913889,true,2006-02-23 17:01:43.000,-113.1616484,56.0977349,6.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913890,true,2006-02-23 19:00:55.000,-113.163667,56.0981061,4.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913891,true,2006-02-23 21:01:31.000,-113.1617179,56.0978703,5.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913892,true,2006-02-23 23:01:50.000,-113.162051,56.0981751,3.2,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913893,true,2006-02-24 01:00:48.000,-113.1626455,56.0986489,6.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913894,true,2006-02-24 05:01:24.000,-113.1616907,56.097741,2.2,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913895,true,2006-02-24 09:00:47.000,-113.1590983,56.0952652,3.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913896,true,2006-02-24 11:01:56.000,-113.1595762,56.0962167,2.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913897,true,2006-02-24 13:00:51.000,-113.159591,56.096167,2.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913898,true,2006-02-24 15:01:46.000,-113.1605689,56.0971741,6.2,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913899,true,2006-02-24 17:03:00.000,-113.1679367,56.101199,3.2,2,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913900,true,2006-02-24 19:00:47.000,-113.1682278,56.1012371,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913901,true,2006-02-24 21:03:07.000,-113.1671733,56.1007239,2.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913902,true,2006-02-24 23:01:12.000,-113.1616758,56.0978458,4.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913903,true,2006-02-25 01:01:22.000,-113.1616863,56.0978862,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913904,true,2006-02-25 03:01:43.000,-113.1617661,56.0981872,1.8,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913905,true,2006-02-25 05:00:54.000,-113.162671,56.0984059,3.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913906,true,2006-02-25 07:01:00.000,-113.1596354,56.0961683,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913907,true,2006-02-25 09:01:24.000,-113.1595489,56.0961592,3.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913908,true,2006-02-25 11:00:54.000,-113.1595108,56.0962066,2.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913909,true,2006-02-25 13:00:53.000,-113.1595889,56.0961787,3.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913910,true,2006-02-25 15:00:47.000,-113.1595804,56.0962001,3.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913911,true,2006-02-25 17:01:48.000,-113.1616882,56.0980849,2.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913912,true,2006-02-25 19:01:00.000,-113.1614743,56.0988821,6.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913913,true,2006-02-25 21:00:54.000,-113.1614891,56.0988875,3.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913914,true,2006-02-25 23:00:54.000,-113.1617031,56.0978232,5.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913915,true,2006-02-26 01:01:05.000,-113.1602145,56.0993082,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913916,true,2006-02-26 03:01:57.000,-113.1590061,56.0945797,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913917,true,2006-02-26 05:01:53.000,-113.159189,56.0954931,7.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913918,true,2006-02-26 07:02:06.000,-113.159627,56.0961864,2.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913919,true,2006-02-26 09:00:53.000,-113.1616038,56.098116,4.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913920,true,2006-02-26 11:00:54.000,-113.1617116,56.0978184,4.2,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913921,true,2006-02-26 13:01:05.000,-113.1616884,56.0978862,4.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913922,true,2006-02-26 15:01:23.000,-113.1600855,56.0994766,2.0,2,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913923,true,2006-02-26 17:01:42.000,-113.163033,56.1131988,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913924,true,2006-02-26 19:00:54.000,-113.1627099,56.1133202,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913925,true,2006-02-26 21:00:54.000,-113.1627754,56.1132585,2.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913926,true,2006-02-26 23:01:54.000,-113.163599,56.1104095,3.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913927,true,2006-02-27 01:01:17.000,-113.1617159,56.0978803,2.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913928,true,2006-02-27 03:00:54.000,-113.1594771,56.0961572,3.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913929,true,2006-02-27 05:00:55.000,-113.1590737,56.0946284,9.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913930,true,2006-02-27 07:01:06.000,-113.1596143,56.0961643,3.8,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913931,true,2006-02-27 09:01:23.000,-113.1590674,56.0945414,3.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913932,true,2006-02-27 11:00:54.000,-113.159514,56.0950863,4.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913933,true,2006-02-27 13:01:07.000,-113.1590119,56.0952044,2.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913934,true,2006-02-27 15:02:54.000,-113.1644048,56.0988594,2.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913935,true,2006-02-27 17:01:24.000,-113.1765583,56.0999018,3.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913936,true,2006-02-27 19:01:02.000,-113.1766721,56.09997,2.2,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913937,true,2006-02-27 21:00:48.000,-113.1766447,56.0999375,3.2,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913938,true,2006-02-27 23:01:01.000,-113.1764296,56.0998248,3.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913939,true,2006-02-28 01:01:24.000,-113.1590272,56.0945787,2.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913940,true,2006-02-28 03:00:54.000,-113.1596268,56.0962048,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913941,true,2006-02-28 05:01:16.000,-113.1595044,56.0963517,3.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913942,true,2006-02-28 07:01:42.000,-113.1604234,56.0971451,2.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913943,true,2006-02-28 09:02:21.000,-113.1604108,56.0970796,2.4,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913944,true,2006-02-28 11:00:54.000,-113.1590568,56.0945477,5.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913945,true,2006-02-28 13:02:18.000,-113.1590505,56.0945292,2.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913946,true,2006-02-28 15:00:54.000,-113.1596479,56.0962037,2.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913947,true,2006-02-28 17:01:57.000,-113.1969278,56.105627,5.4,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913948,true,2006-02-28 19:02:52.000,-113.1971071,56.1057955,13.8,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913949,true,2006-02-28 21:01:52.000,-113.1972612,56.1057663,2.6,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913950,true,2006-02-28 23:00:54.000,-113.2113597,56.1089435,3.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913951,true,2006-03-01 03:02:55.000,-113.2146539,56.0991307,5.6,3,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913952,true,2006-03-01 05:02:55.000,-113.1860863,56.0923025,9.8,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913953,true,2006-03-01 07:02:38.000,-113.1621773,56.0917337,1.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913954,true,2006-03-01 09:01:52.000,-113.1621667,56.0917651,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913955,true,2006-03-01 11:01:17.000,-113.1590483,56.0945325,4.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913956,true,2006-03-01 13:00:48.000,-113.1596057,56.0962058,2.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913957,true,2006-03-01 15:00:57.000,-113.1596395,56.0962034,2.8,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913958,true,2006-03-01 17:01:43.000,-113.1615998,56.097807,5.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913959,true,2006-03-01 19:01:56.000,-113.1656599,56.0991027,5.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913960,true,2006-03-01 21:00:49.000,-113.1644983,56.0980472,5.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913961,true,2006-03-01 23:00:54.000,-113.1616905,56.0977494,4.6,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913962,true,2006-03-02 01:01:09.000,-113.1637201,56.0978454,3.4,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913963,true,2006-03-02 03:01:24.000,-113.1617264,56.0978505,2.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913964,true,2006-03-02 05:03:03.000,-113.1616821,56.0978643,2.2,2,4,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913965,true,2006-03-02 07:01:47.000,-113.1595741,56.0961916,2.6,2,3,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913966,true,2006-03-02 09:01:12.000,-113.1589908,56.0951854,2.6,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913967,true,2006-03-02 11:02:22.000,-113.1589886,56.0952438,4.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913968,true,2006-03-02 13:00:54.000,-113.1616818,56.0981398,2.2,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913969,true,2006-03-02 15:01:23.000,-113.1617685,56.0979035,2.8,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913970,true,2006-03-02 17:00:54.000,-113.1640303,56.097667,3.0,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913971,true,2006-03-02 19:00:49.000,-113.1641272,56.0978249,1.8,3,7,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913972,true,2006-03-02 21:02:53.000,-113.1617095,56.0978634,2.4,3,6,"gps","Canis lupus","1","1","Latham Alberta Wolves"
11952913973,true,2006-03-02 23:01:00.000,-113.1618253,56.0979768,4.0,3,5,"gps","Canis lupus","1","1","Latham Alberta Wolves"
